ID,Original Hook,Original Tone,Tone v2,Fit for Chị Hiền,Stage,Calendar Stage Match,Best Format,Hook Type,Risk,Adapt Direction,Chị Hiền Hook,Use Case,Note
H188,Bạn có đang cho người khác quyền phán xử cuộc đời mình?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang cho người khác quyền phán xử cuộc đời mình?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H189,"Nếu không cần ai đồng ý, bạn sẽ đổi điều gì đầu tiên?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Long FB / Reel 90-120s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu không cần ai đồng ý, bạn sẽ đổi điều gì đầu tiên?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H190,"Bạn có đang sống để không bị ghét, thay vì sống để tự tôn trọng mình?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang sống để không bị ghét, thay vì sống để tự tôn trọng mình?","Ranh giới, quan hệ, năng lượng xung quanh","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H191,"Bạn không bất thường, bạn chỉ thức dậy sớm hơn một chút.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không bất thường, bạn chỉ thức dậy sớm hơn một chút.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H192,Bạn có đang thức tỉnh trong một thế giới vẫn muốn ngủ tiếp?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang thức tỉnh trong một thế giới vẫn muốn ngủ tiếp?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H193,Bạn đang đi trước hay đi lạc khỏi đám đông?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn đang đi trước hay đi lạc khỏi đám đông?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H194,"Bạn có dám tin cảm nhận của mình, ngay cả khi không ai hiểu?",Gentle,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có dám tin cảm nhận của mình, ngay cả khi không ai hiểu?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H195,"Nếu trực giác nói khác logic, bạn nghe ai?",Inspirational,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu trực giác nói khác logic, bạn nghe ai?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H196,Bạn có đang chối bỏ phần sâu sắc nhất bên trong để được an toàn?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang chối bỏ phần sâu sắc nhất bên trong để được an toàn?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H197,Bạn tin điều gì về mình mà không ai từng nói ra?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn tin điều gì về mình mà không ai từng nói ra?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H198,Bạn có đang lờ đi tiếng gọi mà mình biết rõ là dành cho mình?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang lờ đi tiếng gọi mà mình biết rõ là dành cho mình?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H199,"Nếu linh hồn bạn viết status hôm nay, nó sẽ viết gì?",Gentle,Gentle,REJECT,Không dùng,Không dùng,—,Spiritual,Quá spiritual / Lệch voice chị Hiền,Không dùng,Không dùng cho chị Hiền.,—,Voice chị Hiền không dùng spiritual / linh hồn / vũ trụ. REJECT.
H200,Bạn có đang trở thành người mà ngày xưa bạn từng cần?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang trở thành người mà ngày xưa bạn từng cần?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H201,"Bạn không lạc đường, bạn chỉ đang rẽ khỏi lối mòn cũ.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không lạc đường, bạn chỉ đang rẽ khỏi lối mòn cũ.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H202,Bạn có đang đòi bản đồ cho con đường chưa ai đi?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang đòi bản đồ cho con đường chưa ai đi?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H203,"Nếu không có đường có sẵn, bạn có dám tự vạch?",Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Nếu không có đường có sẵn, bạn có dám tự vạch?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H204,Bạn có đang chờ 'ai đó từng làm rồi' mới dám thử?,Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang chờ 'ai đó từng làm rồi' mới dám thử?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H205,"Bạn đi chậm, nhưng bạn có chắc mình đi đúng hướng?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn đi chậm, nhưng bạn có chắc mình đi đúng hướng?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H206,Bạn có đang chạy rất nhanh… trên một chiếc băng chuyền đứng yên?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang chạy rất nhanh… trên một chiếc băng chuyền đứng yên?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H207,Bạn chọn tốc độ hay chọn ý nghĩa?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn chọn tốc độ hay chọn ý nghĩa?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H208,"Bạn có dám chậm lại để đi đúng, thay vì nhanh cho giống người ta?",Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn có dám chậm lại để đi đúng, thay vì nhanh cho giống người ta?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H209,"Nếu tốc độ không còn quan trọng, bạn muốn trải nghiệm điều gì?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu tốc độ không còn quan trọng, bạn muốn trải nghiệm điều gì?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H210,"Bạn có đang sống cuộc đời mình, hay đang thi với timeline của người khác?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang sống cuộc đời mình, hay đang thi với timeline của người khác?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H211,"Bạn không cần 'cố gắng hơn', bạn cần 'sống khác đi'.",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần 'cố gắng hơn', bạn cần 'sống khác đi'.","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H212,Bạn có đang cố gắng chữa lỗi hệ thống bằng thêm nỗ lực cá nhân?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang cố gắng chữa lỗi hệ thống bằng thêm nỗ lực cá nhân?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H213,Bạn có đang tự trách mình vì một mô hình vốn không phục vụ mình?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang tự trách mình vì một mô hình vốn không phục vụ mình?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H214,Bạn cần sửa bản thân hay cần đổi môi trường?,Gentle,Gentle,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn cần sửa bản thân hay cần đổi môi trường?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H215,Bạn có đang cố vừa lòng hệ thống mà quên hỏi 'mình muốn gì'?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang cố vừa lòng hệ thống mà quên hỏi 'mình muốn gì'?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H216,Bạn có đang xem burnout là huy chương danh dự?,Insightful,Insightful,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang xem burnout là huy chương danh dự?,"Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H217,Bạn cần nghỉ ngơi hay cần nhìn lại toàn bộ bản đồ?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn cần nghỉ ngơi hay cần nhìn lại toàn bộ bản đồ?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H218,Bạn có đang dùng cà phê để chống lại tiếng kêu 'hãy dừng lại'?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có đang dùng cà phê để chống lại tiếng kêu 'hãy dừng lại'?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H219,Cơ thể bạn đã gửi bao nhiêu tín hiệu mà bạn gạt đi?,Gentle,Gentle,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Cơ thể bạn đã gửi bao nhiêu tín hiệu mà bạn gạt đi?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H220,Bạn có đang đổi sức khoẻ lấy thành tích mà bạn không thật sự muốn?,Inspirational,Inspirational,PASS,30 bài đầu,D22-D30,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang đổi sức khoẻ lấy thành tích mà bạn không thật sự muốn?,"Công việc, tự do, kỷ luật, nhịp sống","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H221,"Bạn không cần thêm 'how to', bạn cần thêm 'tại sao'.",Insightful,Confrontational,ADAPT,30 bài đầu,D8-D14,Long FB / Reel 90-120s,Reflective insight,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Có khi bạn không cần thêm 'how to', bạn cần thêm 'tại sao'.","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H222,Bạn có biết vì sao mình thật sự muốn [kết quả] không?,Reflective,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có biết vì sao mình thật sự muốn [kết quả] không?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H223,"Nếu không được khoe, bạn còn muốn đạt mục tiêu này không?",Confrontational,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu không được khoe, bạn còn muốn đạt mục tiêu này không?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H224,"Bạn đang muốn điều này vì nhẹ lòng, hay vì được vỗ tay?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn đang muốn điều này vì nhẹ lòng, hay vì được vỗ tay?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H225,"Bạn có đang theo đuổi giấc mơ của mình, hay giấc mơ trông đẹp trên mạng?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có đang theo đuổi giấc mơ của mình, hay giấc mơ trông đẹp trên mạng?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H226,"Bạn đã bao lần đạt được thứ mình tưởng muốn, rồi vẫn trống rỗng?",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn đã bao lần đạt được thứ mình tưởng muốn, rồi vẫn trống rỗng?","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H227,Bạn có hiểu điều mình thật sự không muốn lặp lại nữa không?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có hiểu điều mình thật sự không muốn lặp lại nữa không?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H228,Bạn muốn sống cuộc đời sâu sắc hay đời nhìn cho 'ra gì'?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn muốn sống cuộc đời sâu sắc hay đời nhìn cho 'ra gì'?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H229,Bạn có dám chọn mục tiêu nhỏ hơn nhưng đúng với linh hồn mình hơn?,Gentle,Gentle,REJECT,Không dùng,Không dùng,—,Spiritual,Quá spiritual / Lệch voice chị Hiền,Không dùng,Không dùng cho chị Hiền.,—,Voice chị Hiền không dùng spiritual / linh hồn / vũ trụ. REJECT.
H230,"Nếu không ai biết, bạn vẫn muốn thay đổi chứ?",Inspirational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Nếu không ai biết, bạn vẫn muốn thay đổi chứ?","Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H231,"Bạn không cần hoàn hảo, bạn cần trung thực.",Insightful,Insightful,PASS,30 bài đầu,D1-D7,Long FB / Reel 90-120s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không cần hoàn hảo, bạn cần trung thực.","Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H232,Bạn có đang xây hình ảnh 'tốt' thay vì cuộc đời thật sự 'đúng'?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang xây hình ảnh 'tốt' thay vì cuộc đời thật sự 'đúng'?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H233,"Mỗi lần bạn nói 'không sao đâu', có phần nào trong bạn chết đi không?",Confrontational,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,"Mỗi lần bạn nói 'không sao đâu', có phần nào trong bạn chết đi không?","Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H234,Bạn có đang trang điểm cho cảm xúc bằng những câu nói tích cực rỗng?,Gentle,Gentle,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang trang điểm cho cảm xúc bằng những câu nói tích cực rỗng?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H235,Bạn có dám thừa nhận 'mình mệt' mà không thấy xấu hổ?,Inspirational,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám thừa nhận 'mình mệt' mà không thấy xấu hổ?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H236,Bạn có đang dùng 'tích cực' để phủ bê tông lên nỗi đau?,Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang dùng 'tích cực' để phủ bê tông lên nỗi đau?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H237,Bạn có phân biệt được bình an và tê liệt cảm xúc không?,Reflective,Reflective,PASS,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có phân biệt được bình an và tê liệt cảm xúc không?,"Bình yên, kiệt sức, ranh giới cảm xúc","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H238,Bạn đang sống tỉnh thức hay sống cơ chế 'auto'?,Confrontational,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn đang sống tỉnh thức hay sống cơ chế 'auto'?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H239,"Bạn có cảm được mình đang cảm gì, hay chỉ chạy theo việc cần làm?",Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn có cảm được mình đang cảm gì, hay chỉ chạy theo việc cần làm?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H240,"Lần cuối bạn khóc vì chạm vào sự thật, không phải vì bất lực là khi nào?",Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Lần cuối bạn khóc vì chạm vào sự thật, không phải vì bất lực là khi nào?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H241,"Bạn không thiếu may mắn, bạn thiếu can đảm đứng về phía mình.",Insightful,Insightful,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Reflective insight,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Bạn không thiếu may mắn, bạn thiếu can đảm đứng về phía mình.","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H242,Bạn có đang tin người khác hơn là tin chính mình?,Reflective,Reflective,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có đang tin người khác hơn là tin chính mình?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H243,Bạn đang nghe theo tiếng nói nào to nhất trong đầu?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn đang nghe theo tiếng nói nào to nhất trong đầu?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H244,Bạn có nhận ra giọng nói phán xét trong đầu không phải là bạn?,Gentle,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có nhận ra giọng nói phán xét trong đầu không phải là bạn?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H245,Bạn đang kể câu chuyện nào về mình mỗi ngày?,Inspirational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn đang kể câu chuyện nào về mình mỗi ngày?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H246,"Nếu đổi câu chuyện, liệu cuộc đời có đổi theo không?",Insightful,Gentle,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,"Nếu đổi câu chuyện, liệu cuộc đời có đổi theo không?","Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
H247,Bạn có dám thôi gọi mình bằng những nhãn cũ?,Reflective,Confrontational,ADAPT,30 bài đầu,D1-D7,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có dám thôi gọi mình bằng những nhãn cũ?,"Bình yên, kiệt sức, ranh giới cảm xúc",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H248,Bạn có thấy mình nói 'em vốn là người…' bao nhiêu lần không?,Confrontational,Confrontational,ADAPT,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hơi gắt,Làm mềm: đổi ngôi bạn → mình + đổi structure chất vấn → mời quan sát,Có khi bạn có thấy mình nói 'em vốn là người…' bao nhiêu lần không?,"Tự soi, sống thật, lựa chọn cuộc đời",Á tốt nhưng cần làm mềm để không phán xét/coachy. Áp đầy đủ Rule #2 (đổi ngôi + structure).
H249,Bạn đang miêu tả bản thân hay đang tự bỏ bùa chính mình?,Gentle,Gentle,REJECT,Không dùng,Không dùng,—,Spiritual,Quá spiritual / Lệch voice chị Hiền,Không dùng,Không dùng cho chị Hiền.,—,Voice chị Hiền không dùng spiritual / linh hồn / vũ trụ. REJECT.
H250,Bạn có muốn thử gọi tên mình bằng một câu chuyện mới?,Inspirational,Inspirational,PASS,30 bài đầu,D8-D14,Short FB / Reel 60s,Câu hỏi nội tâm,Hợp,Giữ nguyên hoặc làm mềm nhẹ,Bạn có muốn thử gọi tên mình bằng một câu chuyện mới?,"Tự soi, sống thật, lựa chọn cuộc đời","Có thể dùng gần nguyên, vẫn cần bám insight thật."
